_orig_row,GUID,CEEB,Name,Region,City,sector,n12,leaid7,C_ap_opportunity,C_ap_performance,C_advanced_access,C_ib,C_stem_depth,C_test_performance,C_test_participation,C_college_placement,C_faculty_investment,rigor_score_v5,rigor_tier_num_v5,rigor_tier_label_v5,rigor_tier_num_v5_quantile,rigor_tier_label_v5_quantile,rigor_score_v5_sector,rigor_tier_num_v5_sector,rigor_tier_label_v5_sector,rigor_expected_ses,rigor_residual_v5,overperformer_v5,n_components,weight_covered,components_available,rigor_weighting_scheme_v5,rigor_tier_method_v5,rigor_score_v5_raw,below_coverage_floor,qd,ib_int,stem_breadth,pct_college,pct_certified,instr_spend_per_pupil,sat_score,ap_score,grad,poverty
24169,baf44e32-0006-4cff-97c5-5198fd47c263,392865,Manheim Township High School,PA,Lancaster,public,421458002623,4214580,0.40234276856025397,1.188767630058574,-0.5947032720635439,3.539592846301983,0.7621916886736692,0.3927207325424887,-0.12781790551333508,-0.027163685649217843,0.21904763996052876,0.5722226899378002,4.0,Very Demanding,5.0,Most Demanding,1.2681871722173395,4.0,Very Demanding,0.166415005880368,0.4058076840574322,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.5722226899378002,False,2.810988612743842,0.0977982590885816,4.0,63.0,100.0,10224.309943465249,1170.0,3.43,94.0,10.2
24170,7b8d75c4-1248-452c-835a-c27e69639010,041535,Manila High School,AR,Manila,public,050004600668,5000460,0.24058960530033074,-0.7247557475324236,-0.5609552551784044,-0.17503127158841358,-0.8255369332681245,-0.6865752277147072,0.8401307774885818,-1.0457268001785505,0.45398152569902694,-0.43344560153692474,2.0,Average,2.0,Average,-0.5797388472496334,2.0,Average,-0.16242538763272085,-0.2710202139042039,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.43344560153692474,False,0.739000091336209,0.0,2.0,38.0,100.0,,1100.0,1.6,97.5,24.0
24171,e4f6c55a-d7cd-4d8d-bcc8-e6e8b808b3d1,450180,Manila High School,UT,Manila,public,490018000101,4900180,,,,-0.17503127158841358,-1.6194012442390213,,0.23989535172380919,0.05273632298817261,0.07525176793106303,-0.42760199920503406,2.0,Average,2.0,Average,-0.5690011667559156,2.0,Average,0.2510412573384127,-0.6786432565434468,False,5,0.35000000000000003,"ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.42760199920503406,False,,0.0,1.0,63.0,83.3,15631.336405529953,,,90.0,10.5
24172,4f23d5a3-d031-4d5e-b75f-788617743810,450179,Manila High School Adult Prog,UT,Manila,,,,,,,,,,,0.05273632298817261,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,0.05273632298817261,True,,,,63.0,,,,,,
24173,6bc8e0d9-5e1a-4000-ba50-df2ad72ffb67,232403,Manistee Catholic Central HS,MI,Manistee,private,,,,,,,,0.23853559536288924,,-2.166159185808608,,-0.5630293316942765,2.0,Average,1.0,Below Average,-1.3489522708774204,1.0,Below Average,,,False,2,0.30000000000000004,"test_performance,college_placement",designed_v5,jenks_natural_breaks_k5,-0.5630293316942765,False,,,,12.5,,,1160.0,,,
24174,d62f8861-1104-b4a7-9d45-9fc87aeeaaf6,230788,Manistee Harbor Academy,MI,Manistee,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24175,1775b8a6-3b0c-486b-978d-4ec113a5cf79,232400,Manistee High School,MI,Manistee,public,262241005957,2622410,-0.18570898684387305,0.1995539188741463,-0.08086919737798945,-0.17503127158841358,0.7621916886736692,,-0.2442844173315697,0.9095375590582165,-0.12007222231853049,0.1802138065271403,3.0,Demanding,4.0,Very Demanding,0.5478667428494424,4.0,Very Demanding,0.06818669681525802,0.11202710971188229,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.1802138065271403,False,1.739854871292748,0.0,4.0,82.5,100.0,7695.581014729951,,3.06,92.0,20.8
24176,7b2c54eb-e64b-1ed7-dd5b-e10810bd7535,230357,Manistee Isd Center Programs,MI,Manistee,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24177,05646242-d5c3-f831-40dc-0337507ca028,230346,Manistique Alternative Ed Cent,MI,Manistique,,,,,,,,,,0.0921603422983524,,,,,,,,,,,,,False,1,0.05,test_participation,designed_v5,jenks_natural_breaks_k5,0.0921603422983524,True,,,,,,,,,,
24178,6c61857f-503d-43d2-9b27-3886f0eaf08d,232410,Manistique High School,MI,Manistique,public,262247005963,2622470,-0.0810219530993923,-0.39726782023400636,-0.0905991526025408,-0.17503127158841358,0.7621916886736692,-0.3782049533555084,0.6284927847369056,-1.0457268001785505,-0.22923182426255656,-0.19344978964925724,3.0,Demanding,3.0,Demanding,-0.13874402906761063,3.0,Demanding,-0.05168487857502635,-0.1417649110742309,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.19344978964925724,False,1.0936083674661563,0.0,4.0,38.0,96.2,8355.93220338983,1120.0,2.45,95.0,21.6
24179,da83450f-1c7e-4603-9c73-4597803d98ac,390601,Manito Alternative High School,PA,Chambersburg,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24180,67ba1b2c-8431-403e-8d4e-b42eb79e93ea,232413,Manitou Road Baptist Academy,MI,Manitou Beach,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24181,6d484808-3729-4ce6-b4f2-bc815f45ab2e,060970,Manitou Springs High School,CO,Manitou Springs,public,080549000946,8054900,0.0952888191715802,0.4284485352994753,0.3480614719503449,-0.17503127158841358,0.7621916886736692,-0.0698346789963096,0.8747967764900082,0.9095375590582165,0.45398152569902694,0.3456825176346243,4.0,Very Demanding,4.0,Very Demanding,0.851917232713046,4.0,Very Demanding,0.11594390395963527,0.22973861367498905,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.3456825176346243,False,1.9877050012673063,0.0,4.0,82.5,100.0,,1140.0,2.76,97.5,8.4
24182,bf91eb1b-5eb4-4932-b7ab-8147c696c3f1,501187,Manitowoc Lutheran High School,WI,Manitowoc,private,,,-0.506118350011846,-0.3676655785463398,,-0.17503127158841358,,0.23853559536288924,,-1.0457268001785505,,-0.3072399896224896,2.0,Average,2.0,Average,-0.9944854382383076,2.0,Average,-0.05348411747621784,-0.25375587214627177,False,5,0.7,"ap_opportunity,ap_performance,ib,test_performance,college_placement",designed_v5,jenks_natural_breaks_k5,-0.3072399896224896,False,1.12566206783014,0.0,,38.0,,,1160.0,2.77,,9.5
24183,f64b6162-d306-430e-88b5-c5b484835381,241484,Mankato East High School,MN,Mankato,public,271878000879,2718780,-0.021299439731112958,0.6328793193616715,0.5349475649599312,-0.17503127158841358,0.7621916886736692,0.23853559536288924,-0.17708294823923468,-0.24178388754481203,0.15156659975613732,0.26659622259054855,3.0,Demanding,4.0,Very Demanding,0.7065953371794007,4.0,Very Demanding,0.08594077756523127,0.18065544502531727,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.26659622259054855,False,2.209065368723329,0.0,4.0,63.0,100.0,9721.121314644755,1160.0,2.84,93.0,9.6
24184,bb208bc7-596e-4b8c-bc99-34985bf06ebf,241485,Mankato West High School,MN,Mankato,public,271878000880,2718780,-0.03225821134764194,0.7744973012007934,0.7152423790697049,-0.17503127158841358,0.7621916886736692,0.23853559536288924,-0.778669690292914,-0.027163685649217843,0.15156659975613732,0.3026881677137464,4.0,Very Demanding,4.0,Very Demanding,0.7729146643887022,4.0,Very Demanding,0.18454015609301627,0.11814801162073013,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.3026881677137464,False,2.36241119989106,0.0,4.0,63.0,100.0,9721.121314644755,1160.0,3.21,89.0,9.6
24185,1ac585df-42e5-46b3-abbb-e955d802f46c,447076,Mankin Christian Academy,TX,Trinidad,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24186,18698ad4-5860-4b82-9dbf-0e295bb20150,141014,Manley Career Academy HS,IL,Chicago,public,170993001125,1709930,,,,-0.17503127158841358,-0.8255369332681245,-2.2268167133700683,-0.7403809362292985,-1.0457268001785505,0.20255823479278223,-1.2147862084907775,1.0,Below Average,1.0,Below Average,-2.01546039668702,1.0,Below Average,-0.4274402137640827,-0.7873459947266948,False,6,0.55,"ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-1.2147862084907775,False,,0.0,2.0,38.0,85.2,15843.46471133085,980.0,,,17.3
24187,14eb3232-0716-4649-b435-375cd458ca1c,333025,Manlius Pebble Hill School,NY,Syracuse,private,,,0.33860595682119093,1.7607200261663631,,,,1.934572104338483,-0.2873999635120756,1.3087286876326003,,1.29478884315972,5.0,Most Demanding,5.0,Most Demanding,1.2255683042412127,4.0,Very Demanding,,,False,5,0.7000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation,college_placement",designed_v5,jenks_natural_breaks_k5,1.29478884315972,False,3.4303062617494517,,,94.5,,,1270.0,3.39,,
24188,3bc37088-71c0-4541-9706-4442f27181e3,343596,Manna Christian School,NC,Shelby,private,,,,,,,,,,-1.0457268001785505,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,-1.0457268001785505,True,,,,38.0,,,,,,
24189,e565c911-e075-45d9-b22b-6a2b85741288,372230,Mannford High School,OK,Mannford,public,401884000894,4018840,,,-0.8745650023928292,-0.17503127158841358,-0.03167262229722768,,0.07160635052280942,0.05273632298817261,-0.2884757471931334,-0.23321147462916733,2.0,Average,3.0,Demanding,-0.21180654170234614,3.0,Demanding,-0.22639576386559024,-0.006815710763577093,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.23321147462916733,False,,0.0,3.0,63.0,100.0,6439.8395721925135,,,92.0,20.4
24190,f30d9bad-4ded-4335-a57b-8088ba67d10e,576280,Mannheim American Hs Dod,AE,Apo,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24191,ce8fa89e-58a0-48a8-9ceb-cdb1337c58ce,162715,Manning Community School,IA,Manning,,,,,,,,,,,0.05273632298817261,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,0.05273632298817261,True,,,,63.0,,,,,,
24192,3519e913-8a16-4015-83d8-bc5285ab4eb5,411340,Manning High School,SC,Manning,public,450391500327,4503915,-0.8798182761713548,-0.8004374662912419,,,,-1.6116860507923039,-1.0757175217337338,-1.220255852919362,,-1.1288698660300502,1.0,Below Average,1.0,Below Average,-1.857588217483881,1.0,Below Average,0.32411022268067846,-1.4529800887107287,False,5,0.7000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation,college_placement",designed_v5,jenks_natural_breaks_k5,-1.1288698660300502,False,0.6570509213469257,,,38.0,,,1040.0,2.27,,24.5
24193,468f5558-eb8c-4488-8f51-18d938ac85c6,020087,Manokotak High School,AK,Manokotak,,,,,,,,,,,0.05273632298817261,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,0.05273632298817261,True,,,,63.0,,,,,,
24194,f2fcc3b3-f3bd-4510-b4bc-9fe4296aa91c,444452,Manor Early College HS,TX,Manor,,,,,,,,,,-0.9881266819313272,,,,,,,,,,,,,False,1,0.05,test_participation,designed_v5,jenks_natural_breaks_k5,-0.9881266819313272,True,,,,,,,,,,
24195,292f5c42-5a35-41a6-b1e4-372ad72202e9,444458,Manor New Technology HS,TX,Manor,public,482889011568,4828890,-0.7163268604894092,-0.9340161989139439,-0.561300885891409,-0.17503127158841358,0.7621916886736692,,0.6962860691826902,,-0.21499289608705974,-0.36978584786087615,2.0,Average,2.0,Average,-0.4627633830651936,2.0,Average,-0.1304565578407274,-0.23932929002014874,False,7,0.7000000000000001,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.36978584786087615,False,0.5124100959775185,0.0,4.0,,100.0,6987.782149513357,,2.15,97.5,13.0
24196,2f31c3ce-03bd-4db5-a1cf-abf112aa9f37,550050,Manor School,VI,St. Croix,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24197,b1960102-4526-4ee1-adf1-8b958240423f,444455,Manor Senior High School,TX,Manor,public,482889003263,4828890,-0.46000420601990394,-0.9458110499465081,-0.1461079885299103,-0.17503127158841358,0.7621916886736692,-0.5323900905351079,0.6940201326768214,-1.0457268001785505,-0.21499289608705974,-0.3924053707527206,2.0,Average,2.0,Average,-0.5043269933073672,2.0,Average,-0.2419312476573916,-0.15047412309532898,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.3924053707527206,False,0.4996384746650299,0.0,4.0,38.0,100.0,6987.782149513357,1110.0,1.42,93.0,13.0
24198,3cbe2406-6197-48a4-8e4a-ef88c874aec0,363166,Mansfield Christian School,OH,Mansfield,private,,,,,,,,,,1.4367998581782437,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,1.4367998581782437,True,,,,94.5,,,,,,
24199,9ac7923c-a92a-07fc-9cf2-da559134a8b7,364147,Mansfield Enhancement Academy,OH,Mansfield,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24200,751c590b-7a08-424e-96f5-78754dcdb1e5,041540,Mansfield High School,AR,Mansfield,public,,5093300,-0.4095286029469342,-0.9932583650919258,-0.6138058199639338,-0.17503127158841358,,,0.290338927076264,-2.166159185808608,,-0.8189416634819803,1.0,Below Average,1.0,Below Average,-1.2880918989558716,1.0,Below Average,-0.3070594927908966,-0.5118821706910837,False,6,0.6499999999999999,"ap_opportunity,ap_performance,advanced_access,ib,test_participation,college_placement",designed_v5,jenks_natural_breaks_k5,-0.8189416634819803,False,0.44826189181048337,0.0,,12.5,,,,1.51,95.0,25.5
24201,ffeae203-3d35-47a6-8ffc-803b5ce56088,444460,Mansfield High School,TX,Mansfield,public,482892009383,4828920,0.6911591820659578,0.8144870251732761,0.5640843908360273,-0.17503127158841358,0.7621916886736692,-0.3782049533555084,0.7460474084738979,-0.7910154491281736,-0.25371999464145967,0.2603211618238008,3.0,Demanding,4.0,Very Demanding,0.6950648472923174,4.0,Very Demanding,0.0547407361326121,0.20558042569118867,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.2603211618238008,False,2.405712604000142,0.0,4.0,38.0,100.0,6699.004211876935,1120.0,2.46,97.0,14.9
24202,86516c3e-476c-44c4-8e57-b30219c36154,221320,Mansfield High School,MA,Mansfield,public,250723001114,2507230,0.14665539205626293,1.2511098047501665,-0.051563801144578425,-0.17503127158841358,0.7621916886736692,0.3927207325424887,0.051956684498819794,0.8304773361769925,1.0378851551636123,0.5506154670412796,4.0,Very Demanding,5.0,Most Demanding,1.2284836738199196,4.0,Very Demanding,0.16221229796777792,0.3884031690735017,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.5506154670412796,False,2.8784935472919573,0.0,4.0,82.5,100.0,16330.169089291012,1170.0,3.41,99.5,10.8
24203,e60ad0fc-8089-4cbe-9871-badd50dff0d4,191675,Mansfield High School,LA,Mansfield,public,220051000334,2200510,-0.8983469582856349,-1.127914570026522,-0.900054967309685,-0.17503127158841358,-0.8255369332681245,,3.2898824014076635,-1.0457268001785505,0.14325270256294992,-0.5932020452558445,2.0,Average,1.0,Below Average,-0.8732929859535506,2.0,Average,-0.44311248117333357,-0.15008956408251095,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.5932020452558445,False,0.3024543651148608,0.0,2.0,38.0,97.2,10745.472249269718,,1.57,92.0,22.4
24204,632d19d6-5d2b-4772-89d7-d938ee0b5b65,480655,Mansfield High School,WA,Mansfield,,,,,,,,,,0.7636901141168019,0.9095375590582165,,,,,,,,,,,,False,2,0.15000000000000002,"test_participation,college_placement",designed_v5,jenks_natural_breaks_k5,0.8609217440777449,True,,,,82.5,,,,,,
24205,eb97079e-8896-497c-8feb-59ad7845433e,444457,Mansfield Lake Ridge High Schl,TX,Mansfield,public,,4828920,0.503173195504714,0.2599115407871145,0.48616103275395595,-0.17503127158841358,,-0.6865752277147072,0.8111622969010239,,-0.9614215149819463,0.028118525915146655,3.0,Demanding,4.0,Very Demanding,0.2683900716014283,3.0,Demanding,0.09436196085877535,-0.06624343494362869,False,7,0.8,"ap_opportunity,ap_performance,advanced_access,ib,test_performance,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.028118525915146655,False,1.805210905740874,0.0,,,,6699.004211876935,1100.0,2.31,97.0,14.9
24206,8859e457-0b8c-4644-9ec4-05d111fb92b4,444459,Mansfield Legacy High School,TX,Mansfield,public,,4828920,0.4640637461060454,0.3396068823225538,-0.07440076629205,-0.17503127158841358,,-0.6865752277147072,0.6265821009687532,-0.1070636942866083,-0.9614215149819463,-0.048248986111633405,3.0,Demanding,3.0,Demanding,0.12806396833998265,3.0,Demanding,-0.06471339317511371,0.016464407063480305,False,8,0.9,"ap_opportunity,ap_performance,advanced_access,ib,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.048248986111633405,False,1.8915060797663812,0.0,,,,6699.004211876935,1100.0,2.43,93.0,14.9
24207,b0210101-9dfd-4d93-9a84-de25b3c74188,262075,Mansfield R-Iv High School,MO,Mansfield,public,291998001063,2919980,,,0.14953575067637948,-0.17503127158841358,-0.8255369332681245,,0.21114520070291132,0.05273632298817261,-0.36172757621892615,-0.1746825962568415,3.0,Demanding,3.0,Demanding,-0.10425911463189946,3.0,Demanding,-0.14690014951491492,-0.027782446741926564,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.1746825962568415,False,,0.0,2.0,63.0,94.7,7949.91652754591,,,84.5,21.8
24208,60d65195-8269-452c-b6e9-17d0363747e4,363168,Mansfield Senior High School,OH,Mansfield,public,390442901220,3904429,-0.027931962974493116,-0.5553485036269374,-1.024458371598961,-0.17503127158841358,0.7621916886736692,-0.6865752277147072,-0.05095673999511985,,0.01403481332193951,-0.3215542988001241,2.0,Average,2.0,Average,-0.3741374064642384,2.0,Average,-0.46308727241785397,0.14153297361772987,False,8,0.9000000000000001,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.3215542988001241,False,0.9224365044608656,0.0,4.0,,90.7,12303.801445177505,1100.0,2.04,77.0,16.9
24209,8481d3fa-b720-4db9-b066-47f3a0dd5e64,440263,Mansfield Timberview High Sch,TX,Arlington,public,,4828920,1.0042594243165501,-0.20105719423780677,0.30817010781287657,-0.17503127158841358,,-0.8407603648943067,0.7761502469766657,,-0.9614215149819463,-0.05615339297167154,3.0,Demanding,3.0,Demanding,0.11353953793987712,3.0,Demanding,-0.15833704534146198,0.10218365236979043,False,7,0.8,"ap_opportunity,ap_performance,advanced_access,ib,test_performance,test_participation,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.05615339297167154,False,1.3060678386193894,0.0,,,,6699.004211876935,1090.0,2.15,96.0,14.9
24210,6f92a799-02f6-4eff-a9dd-51f9306bc971,162720,Manson Northwest Webster HS,IA,Manson,public,191833001053,1918330,,,0.13357545402397483,-0.17503127158841358,0.7621916886736692,,-0.9678083606116954,0.05273632298817261,-0.24091986650453634,0.05702749251855421,3.0,Demanding,4.0,Very Demanding,0.3215106005424377,3.0,Demanding,0.12655200737518452,-0.0695245148566303,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.05702749251855421,False,,0.0,4.0,63.0,100.0,6794.451450189155,,,95.0,12.8
24211,c927ddce-cfd6-46b0-8c50-4013c782ddda,480660,Manson Secondary School,WA,Manson,public,,5304740,-0.4196485367367181,-0.960824036472098,0.7752519262536028,-0.17503127158841358,,-0.5323900905351079,-0.68961240029101,1.4367998581782437,-0.3116580887322276,-0.22133335055482978,2.0,Average,3.0,Demanding,-0.18998036429822635,3.0,Demanding,-0.1607635572602989,-0.06056979329453088,False,8,0.9,"ap_opportunity,ap_performance,advanced_access,ib,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.22133335055482978,False,0.4833822135096366,0.0,,94.5,,9121.562952243126,1110.0,2.45,,10.8
24212,e233529a-475f-d363-ce08-29bafae460d9,070343,Manson Youth Institution,CT,Cheshire,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24213,354deef3-ac5e-492f-883b-1cdeb81b8d84,140034,Mansueto High School,IL,Chicago,,,,-0.34919376559432697,-0.8779142231838305,,,,-0.5323900905351079,1.2600382063304385,,,-0.4523966954440246,2.0,Average,2.0,Average,,,,-0.4176253568359709,-0.0347713386080537,False,4,0.6000000000000001,"ap_opportunity,ap_performance,test_performance,test_participation",designed_v5,jenks_natural_breaks_k5,-0.4523966954440246,False,0.5731580602315149,,,,,,1110.0,1.7,,
24214,eb6cb691-d7d6-462f-9c8c-a3ceaa88964a,251780,Mantachie High School,MS,Mantachie,,,,,,,,,,,1.4367998581782437,,,,,,,,,,,,False,1,0.1,college_placement,designed_v5,jenks_natural_breaks_k5,1.4367998581782437,True,,,,94.5,,,,,,
24215,65469eab-17c6-b949-f047-0ff178454676,054143,Manteca Day School,CA,Manteca,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24216,b52de7ec-e4f7-47df-bd50-cf210dfb0040,051900,Manteca High School,CA,Manteca,public,062361003583,6236100,-0.03055011456397899,-0.1758999204760505,-0.7538405335417275,-0.17503127158841358,0.7621916886736692,,-1.4473286092119722,0.9095375590582165,0.45398152569902694,-0.007990684519823824,3.0,Demanding,3.0,Demanding,0.20203901920089898,3.0,Demanding,-0.24632970590740477,0.23833902138758095,False,8,0.8,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.007990684519823824,False,1.3333084686920103,0.0,4.0,82.5,100.0,,,2.64,95.0,16.0
24217,3b725d08-3626-4855-84d4-9cee84f6e2b3,142755,Manteno Senior High School,IL,Manteno,public,172439002647,1724390,-0.30355823519954866,-0.21937002437154413,-0.5142570839717022,-0.17503127158841358,0.7621916886736692,-0.20402287817597387,0.6741569490764496,-1.0457268001785505,-0.15094941119027613,-0.19258272202220625,3.0,Demanding,3.0,Demanding,-0.13715078322079624,3.0,Demanding,0.06152149386894534,-0.2541042158911516,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.19258272202220625,False,1.2862384629891002,0.0,4.0,38.0,96.0,9017.259978425027,1100.0,3.05,,16.2
24218,fe662ab3-f921-41ea-a7af-25dbe85b748c,342470,Manteo High School,NC,Manteo,public,370111000457,3701110,-0.1511320397631331,-0.4764099884230674,0.19726914215852273,-0.17503127158841358,-0.03167262229722768,0.3927207325424887,0.08986492378374253,-1.0457268001785505,-0.37100662079395513,-0.15022933360224255,3.0,Demanding,3.0,Demanding,-0.05932598836813968,3.0,Demanding,0.042951254611937606,-0.19318058821418016,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.15022933360224255,False,1.0079121768852557,0.0,3.0,38.0,90.0,9704.233633869071,1170.0,2.13,97.5,11.0
24219,42ccdb32-0a24-4beb-a608-6f048a52e362,100358,Manthano Christian Academy,FL,Daytona Beach,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24220,d1875f04-6d5d-4ed3-bb58-957bf6e734df,450185,Manti High School,UT,Manti,public,490096000553,4900960,,,0.47642627100155377,-0.17503127158841358,0.7621916886736692,,1.0164125885651205,0.05273632298817261,-0.06858870671743225,0.37283346395400724,4.0,Very Demanding,4.0,Very Demanding,0.9018073809677597,4.0,Very Demanding,0.04892490336584704,0.3239085605881602,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.37283346395400724,False,,0.0,4.0,63.0,98.2,8777.845220030349,,,92.0,11.6
24221,19f5f3ef-cd00-4865-a9e0-e7edbbe448af,232483,Manton Baptist Academy,MI,Manton,private,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24222,e95aadf2-af44-49c0-8a5a-aeb5ca199d23,232415,Manton High School,MI,Manton,public,262250005966,2622500,,,-0.5219042956318621,-0.17503127158841358,-0.03167262229722768,,0.38351011756054654,0.9095375590582165,-0.039184186098125795,0.09791288245914007,3.0,Demanding,4.0,Very Demanding,0.3966379328126733,3.0,Demanding,0.02248823760392915,0.07542464485521091,False,6,0.45,"advanced_access,ib,stem_depth,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,0.09791288245914007,False,,0.0,3.0,82.5,100.0,8298.74213836478,,,95.0,17.5
24223,cb65991e-e295-4ce8-9a12-aeef2c40bc75,520090,Manua High School,AS,Pago Pago,,,,,,,,,,,,,,,,,,,,,,,False,0,0.0,,designed_v5,jenks_natural_breaks_k5,,False,,,,,,,,,,
24224,4e7ac6f5-4692-4391-bf7b-3f3234eab551,143430,Manual Academy,IL,Peoria,public,173123003274,1731230,-0.40190234422079885,-1.2247370868155116,-0.7952220467615796,-0.17503127158841358,0.7621916886736692,-1.9184464390108693,0.3284563263192713,0.05273632298817261,0.3156888299392867,-0.6634957660748626,2.0,Average,1.0,Below Average,-1.0024584342507494,2.0,Average,-0.4904684119192001,-0.1730273541556625,False,9,1.0,"ap_opportunity,ap_performance,advanced_access,ib,stem_depth,test_performance,test_participation,college_placement,faculty_investment",designed_v5,jenks_natural_breaks_k5,-0.6634957660748626,False,0.1976136583066974,0.0,4.0,63.0,100.0,10944.938252182805,1030.0,1.12,,19.8
