ncessch,school_name,city,state,zip,school_level,total_students,frl_students,pupil_teacher_ratio,rcdts,summative_designation,title_i_status,isbe_enrollment,district_total_revenue,district_federal_revenue,state_child_poverty_est,state_child_pop
1703137,Deer Path Elem School,Cary,IL ,60013,Elementary,452,116,14.21,44-063-0260-04-2005,Commendable,Title 1 Schoolwide,391,,,267982,2037081
1705830,Deer Path Middle Sch East,Lake Forest,IL ,60045,Middle,375,,9.87,34-049-0670-05-2007,Exemplary,Title 1 Ineligible Due to Ranking,374,,,267982,2037081
1702449,Deer Path Middle Sch West,Lake Forest,IL ,60045,Middle,361,,8.6,34-049-0670-05-1003,Exemplary,Title 1 Targeted,360,,,267982,2037081
1706340,DeKalb Early Lrng and Dev Ctr,Dekalb,IL ,60115,Prekindergarten,281,,20.1,,,,,,,267982,2037081
1701449,DeKalb High School,Dekalb,IL ,60115,High,2134,1308,15.04,16-019-4280-26-0011,Commendable,Title 1 Eligible but Not Served,1995,,,267982,2037081
1705568,Delacey Family Educ Ctr,Carpentersville,IL ,60110,Prekindergarten,210,180,8.08,31-045-3000-26-3001,,Title 1 Eligible but Not Served,408,,,267982,2037081
1704600,Deland-Weldon Elem School,Weldon,IL ,61882,Elementary,100,58,8.51,39-074-0570-26-2002,Commendable,Title 1 Targeted,100,,,267982,2037081
1701457,Deland-Weldon High School,De Land,IL ,61839,High,45,21,5.67,39-074-0570-26-0001,Commendable,Title 1 Eligible but Not Served,45,,,267982,2037081
1701456,Deland-Weldon Middle School,Weldon,IL ,61882,Middle,28,15,6.86,39-074-0570-26-1001,Commendable,Title 1 Eligible but Not Served,28,,,267982,2037081
1704601,Delavan Elementary School,Delavan,IL ,61734,Elementary,191,73,8.97,53-090-7030-26-2001,Commendable,Title 1 Targeted,190,,,267982,2037081
1701458,Delavan High School,Delavan,IL ,61734,High,129,38,11.94,53-090-7030-26-0001,Commendable,Title 1 Eligible but Not Served,128,,,267982,2037081
1704602,Delavan Jr High School,Delavan,IL ,61734,Middle,55,20,12.5,53-090-7030-26-1001,Commendable,Title 1 Targeted,54,,,267982,2037081
1705722,Delores Moye Elem School,O Fallon,IL ,62269,Elementary,595,148,14.51,50-082-0900-04-2006,Commendable,Title 1 Targeted,620,,,267982,2037081
1706772,Delta Academy and Achieve,Oak Forest,IL ,60452,High,0,,,,,,,,,267982,2037081
1700747,Delta Learning Center,Crestwood,IL ,60418,High,0,,0,,,,,,,267982,2037081
1700691,Deneen Elem School,Chicago,IL ,60619,Elementary,451,416,12.44,15-016-2990-25-2153,Commendable,Title 1 Schoolwide,449,,,267982,2037081
1703526,Denkmann Elem School,Rock Island,IL ,61201,Elementary,356,260,15.93,49-081-0410-25-2007,Commendable,Title 1 Schoolwide,339,,,267982,2037081
1704166,Denning Elementary School,West Frankfort,IL ,62896,Elementary,439,206,17.32,21-028-1680-26-2003,Commendable,Title 1 Schoolwide,437,,,267982,2037081
1701399,Dennis Lab School,Decatur,IL ,62521,Elementary,579,490,16.54,39-055-0610-25-2004,Comprehensive,Title 1 Schoolwide,556,,,267982,2037081
1701177,Depriest Elem School,Chicago,IL ,60644,Elementary,419,320,11.03,15-016-2990-25-2605,Intensive,Title 1 Schoolwide,419,,,267982,2037081
1704603,DePue Elem School,DePue,IL ,61322,Elementary,232,207,13.33,28-006-1030-22-2001,Targeted,Title 1 Schoolwide,228,,,267982,2037081
1701459,DePue High School,DePue,IL ,61322,High,86,75,13.03,28-006-1030-22-0001,Commendable,Title 1 Eligible but Not Served,83,,,267982,2037081
1701472,DeSoto Elementary School,De Soto,IL ,62924,Elementary,198,133,10.42,30-039-0860-03-2001,Commendable,Title 1 Schoolwide,196,,,267982,2037081
1706814,Des Plaines Valley Region,River Grove,IL ,60171,High,0,,0,,,,,,,267982,2037081
1706563,DESTINY Program,Oak Forest,IL ,60452,Not Reported,,,,,,,,,,267982,2037081
1700695,Dett Elem School,Chicago,IL ,60612,Elementary,326,269,10.87,15-016-2990-25-2154,Intensive,Title 1 Schoolwide,320,,,267982,2037081
1705037,Developmental Learning Pgm   DLP,Midlothian,IL ,60445,Elementary,0,,0,,,,,,,267982,2037081
1700698,Dever Elem School,Chicago,IL ,60634,Elementary,733,404,14.1,15-016-2990-25-2158,Commendable,Title 1 Schoolwide,728,,,267982,2037081
1703756,Devonshire Elem School,Skokie,IL ,60076,Elementary,417,274,13.03,05-016-0680-02-2001,Targeted,Title 1 Schoolwide,400,,,267982,2037081
1701714,Devonshire School,Des Plaines,IL ,60018,Elementary,370,226,12.43,05-016-0590-04-2006,Commendable,Title 1 Schoolwide,361,,,267982,2037081
1705790,Devry Advantage Academy High Schl,Chicago,IL ,60640,High,152,105,11.69,15-016-2990-25-0832,Commendable,Title 1 Schoolwide,152,,,267982,2037081
1700706,Dewey Elem Academy of Fine Arts,Chicago,IL ,60609,Elementary,272,261,9.71,15-016-2990-25-2159,Commendable,Title 1 Schoolwide,272,,,267982,2037081
1701788,Dewey Elem School,Evanston,IL ,60201,Elementary,321,92,11.11,05-016-0650-04-2005,Commendable,Title 1 Ineligible Due to Ranking,318,,,267982,2037081
1705571,Diamond Lake School,Mundelein,IL ,60060,Elementary,262,142,8.45,34-049-0760-02-2004,Commendable,Title 1 Schoolwide,258,,,267982,2037081
1701490,Diekman Elem School,Dolton,IL ,60419,Elementary,227,222,18.92,07-016-1490-02-2002,Commendable,Title 1 Schoolwide,191,,,267982,2037081
1704604,Dieterich Elem School,Dieterich,IL ,62424,Elementary,359,101,15.28,03-025-0300-26-2002,Exemplary,Title 1 Targeted,353,,,267982,2037081
1701477,Dieterich Jr/Sr High School,Dieterich,IL ,62424,High,273,98,13.32,03-025-0300-26-0001,Commendable,Title 1 Eligible but Not Served,271,,,267982,2037081
1703521,Dillon Elementary School,Rock Falls,IL ,61071,Elementary,278,218,13.05,47-098-0130-02-2001,Commendable,Title 1 Schoolwide,268,,,267982,2037081
1706538,Dimmick Comm Cons SD 175,La Salle,IL ,61301,Elementary,153,,11.95,35-050-0175-04-2001,Commendable,Title 1 Targeted,143,,,267982,2037081
1705048,Dirksen Elementary School,Pekin,IL ,61554,Elementary,165,120,15.71,53-090-1080-02-2014,Commendable,Title 1 Schoolwide,162,,,267982,2037081
1701174,Dirksen Elem School,Chicago,IL ,60656,Elementary,1263,958,16.73,15-016-2990-25-2603,Commendable,Title 1 Schoolwide,1259,,,267982,2037081
1702326,Dirksen Junior High School,Joliet,IL ,60436,Middle,653,641,14.12,56-099-0860-05-1001,Targeted,Title 1 Schoolwide,521,,,267982,2037081
1700709,Disney Elem Magnet School,Chicago,IL ,60613,Elementary,1384,867,15.73,15-016-2990-25-2160,Commendable,Title 1 Schoolwide,1384,,,267982,2037081
1706036,Disney II Elem School,Chicago,IL ,60641,Elementary,422,123,,15-016-2990-25-2949,Exemplary,Title 1 Eligible but Not Served,422,,,267982,2037081
1706250,Disney II Magnet HS,Chicago,IL ,60618,High,738,343,8.56,15-016-2990-25-0053,Commendable,Title 1 Ineligible Due to Ranking,722,,,267982,2037081
1704546,Dist 206 Alternative High School,Chicago Heights,IL ,60411,High,0,,0,,,,,,,267982,2037081
1706690,District 126 Early Childhood Ctr,Alsip,IL ,60803,Prekindergarten,122,,24.4,,,,,,,267982,2037081
1706868,District 128 Transition Pthwys Ct,Libertyville,IL ,60048,High,0,,0,,,,,,,267982,2037081
1706787,District 158 Early Childhood Ctr,Lk In The Hls,IL ,60156,Prekindergarten,242,,22,,,,,,,267982,2037081
1706879,District 45 Early Education Ctr,Villa Park,IL ,60181,Prekindergarten,189,,15.79,,,,,,,267982,2037081
1705311,District 7 Alternative School,Edwardsville,IL ,62025,High,0,,,,,,,,,267982,2037081
1706414,District 99 Early Childhood Ctr,Cicero,IL ,60804,Prekindergarten,232,188,24.42,,,,,,,267982,2037081
1700710,Dixon Elem School,Chicago,IL ,60619,Elementary,412,310,13.29,15-016-2990-25-2161,Commendable,Title 1 Schoolwide,410,,,267982,2037081
1701481,Dixon High School,Dixon,IL ,61021,High,760,336,17.26,47-052-1700-22-0001,Commendable,Title 1 Eligible but Not Served,712,,,267982,2037081
1705157,Dolan Ctr Maryville Farm Campus,Durand,IL ,61024,Other,0,,0,,,,,,,267982,2037081
1701907,Donald C Parker Early Educ Center,Machesney Park,IL ,61115,Elementary,571,401,13.93,04-101-1220-22-2015,,Title 1 Eligible but Not Served,571,,,267982,2037081
1701575,Don D Shute Elem School,East Peoria,IL ,61611,Elementary,206,124,9.91,53-090-0860-02-2008,Commendable,Title 1 Schoolwide,234,,,267982,2037081
1704609,Dongola Elementary School,Dongola,IL ,62926,Elementary,108,108,13.5,30-091-0660-22-2001,Commendable,Title 1 Schoolwide,107,,,267982,2037081
1701502,Dongola High School,Dongola,IL ,62926,High,62,61,,30-091-0660-22-0001,Commendable,Title 1 Schoolwide,10,,,267982,2037081
1704610,Dongola Jr High School,Dongola,IL ,62926,Middle,51,51,17,30-091-0660-22-1001,Comprehensive,Title 1 Schoolwide,50,,,267982,2037081
1701503,Donovan Elem School,Donovan,IL ,60931,Elementary,172,103,12.29,32-038-0030-26-2002,Exemplary,Title 1 Schoolwide,168,,,267982,2037081
1700818,Donovan Jr High School,Donovan,IL ,60931,Middle,54,31,6.75,32-038-0030-26-1001,Commendable,Title 1 Schoolwide,54,,,267982,2037081
1701504,Donovan Sr High School,Donovan,IL ,60931,High,72,28,11.37,32-038-0030-26-0001,Commendable,Title 1 Schoolwide,70,,,267982,2037081
1700725,Dore Elem School,Chicago,IL ,60638,Elementary,745,355,12.96,15-016-2990-25-2167,Targeted,Title 1 Schoolwide,741,,,267982,2037081
1703031,Dorn Elementary School,Hickory Hills,IL ,60457,Elementary,431,289,16.58,07-016-1170-02-2002,Commendable,Title 1 Schoolwide,430,,,267982,2037081
1704294,Dorothy Simon Elem School,Winnebago,IL ,61088,Elementary,297,88,14.49,04-101-3230-26-2003,Commendable,Title 1 Schoolwide,298,,,267982,2037081
1705632,Dorris Intermediate Sch,Collinsville,IL ,62234,Middle,871,601,13.65,41-057-0100-26-2024,Commendable,Title 1 Eligible but Not Served,865,,,267982,2037081
1706325,Douglas Elementary School,Princeton,IL ,61356,Elementary,217,92,18.24,28-006-1150-02-2007,,Title 1 Eligible but Not Served,214,,,267982,2037081
1700233,Douglas Elem School,Belleville,IL ,62220,Elementary,233,145,11.2,50-082-1180-02-2004,Commendable,Title 1 Schoolwide,249,,,267982,2037081
1701262,Douglas Elem School,Clinton,IL ,61727,Elementary,177,93,11.92,17-020-0150-26-2003,Comprehensive,Title 1 Targeted,176,,,267982,2037081
1705789,Douglass Academy High School,Chicago,IL ,60644,High,29,27,2.37,15-016-2990-25-0831,Commendable,Title 1 Schoolwide,27,,,267982,2037081
1700998,Douglas School,Springfield,IL ,62702,High,0,,0,,,,,,,267982,2037081
1705060,Dr. Abby Fox Rooney Elem Sch,Quincy,IL ,62305,Elementary,500,336,12.18,,,,,,,267982,2037081
1700728,Drake Elem School,Chicago,IL ,60616,Elementary,302,295,12.33,15-016-2990-25-2169,Commendable,Title 1 Schoolwide,300,,,267982,2037081
1704393,Dr Andy Hall Early Educ Ctr,Mount Vernon,IL ,62864,Prekindergarten,243,198,16.72,13-041-0800-02-3002,,Title 1 Schoolwide,245,,,267982,2037081
1704935,Drauden Point Middle School,Plainfield,IL ,60586,Middle,658,237,13.57,56-099-2020-22-1005,Commendable,Title 1 Targeted,660,,,267982,2037081
1701216,Dr Bessie Rhodes-Global Studies,Skokie,IL ,60076,Elementary,254,178,9.37,,,,,,,267982,2037081
1703286,Dr. C.T. Vivian Primary School,Peoria,IL ,61604,Elementary,378,320,12.12,48-072-1500-25-2039,Commendable,Title 1 Schoolwide,377,,,267982,2037081
1700089,Dr Donald Wharton Elem School,Summit,IL ,60501,Elementary,114,112,8.46,07-016-1040-02-2001,Exemplary,Title 1 Schoolwide,123,,,267982,2037081
1706528,DREAM Academy,Carpentersville,IL ,60110,Elementary,0,,,,,,,,,267982,2037081
1701666,Dream Academy,Elgin,IL ,60120,High,0,,0,,,,,,,267982,2037081
1706416,DREAM Academy,Elgin,IL ,60120,High,0,,,,,,,,,267982,2037081
1701239,Drexel Elem School,Cicero,IL ,60804,Elementary,396,282,13.66,06-016-0990-02-2004,Commendable,Title 1 Schoolwide,397,,,267982,2037081
1700547,Dr Howard Elem School,Champaign,IL ,61821,Elementary,426,283,13.74,09-010-0040-26-2010,Comprehensive,Title 1 Schoolwide,426,,,267982,2037081
1701875,Dr. James Mitchem Erly Chldhd Ctr,Romeoville,IL ,60446,Prekindergarten,515,342,13.73,,,,,,,267982,2037081
1704522,Dr Julian Rogus School,Frankfort,IL ,60423,Elementary,653,150,9.51,56-099-1610-02-2006,Commendable,Title 1 Targeted,663,,,267982,2037081
1704243,Dr Kenneth M Sorrick School,Palos Hills,IL ,60465,Elementary,449,308,17.96,07-016-1170-02-2005,Exemplary,Title 1 Schoolwide,440,,,267982,2037081
1703294,Dr Maude A Sanders Primary School,Peoria,IL ,61604,Elementary,442,388,15.17,48-072-1500-25-2011,Targeted,Title 1 Schoolwide,429,,,267982,2037081
1701794,Dr ML King Jr Literary&Fine Arts,Evanston,IL ,60201,Elementary,421,211,8.22,,,,,,,267982,2037081
1704392,Dr Nick Osborne Primary Center,Mount Vernon,IL ,62864,Elementary,562,515,13.62,13-041-0800-02-2008,Commendable,Title 1 Schoolwide,563,,,267982,2037081
1704013,Dr Preston L Williams Jr Elem Sch,Urbana,IL ,61802,Elementary,399,353,12.67,,,,,,,267982,2037081
1700729,Drummond Elem School,Chicago,IL ,60622,Elementary,339,55,14.43,15-016-2990-25-2172,Commendable,Title 1 Ineligible Due to Ranking,339,,,267982,2037081
1700095,Dryden Elem School,Arlington Heights,IL ,60005,Elementary,521,110,13.19,05-016-0250-02-2002,Exemplary,Title 1 Eligible but Not Served,477,,,267982,2037081
1700731,Dubois Elem School,Chicago,IL ,60827,Elementary,201,191,10.05,15-016-2990-25-2173,Commendable,Title 1 Schoolwide,197,,,267982,2037081
1703818,Dubois Elem School,Springfield,IL ,62704,Elementary,469,312,15.13,51-084-1860-25-2015,Targeted,Title 1 Schoolwide,439,,,267982,2037081
1700315,Dujardin Elementary School,Bloomingdale,IL ,60108,Elementary,352,,14.62,19-022-0130-02-2002,Commendable,Title 1 Targeted,337,,,267982,2037081
1700682,Dulles Elem School,Chicago,IL ,60637,Elementary,651,623,17.84,15-016-2990-25-2175,Commendable,Title 1 Schoolwide,648,,,267982,2037081
1704987,Dunbar Elem School,East Saint Louis,IL ,62207,Elementary,327,327,12.11,50-082-1890-22-2008,Commendable,Title 1 Schoolwide,321,,,267982,2037081
1700588,Dunbar Vocational Career Acad HS,Chicago,IL ,60616,High,355,344,11.36,15-016-2990-25-0531,Commendable,Title 1 Schoolwide,331,,,267982,2037081
1700487,Dundee-Crown High School,Carpentersville,IL ,60110,High,2573,1849,15.48,31-045-3000-26-0002,Commendable,Title 1 Schoolwide,2405,,,267982,2037081
1700481,Dundee Highlands Elem School,West Dundee,IL ,60118,Elementary,396,176,14.68,31-045-3000-26-2009,Commendable,Title 1 Eligible but Not Served,367,,,267982,2037081
1700480,Dundee Middle School,Dundee,IL ,60118,Middle,1144,420,15.46,31-045-3000-26-1005,Commendable,Title 1 Ineligible Due to Ranking,1147,,,267982,2037081
1701521,Dunlap Grade School,Dunlap,IL ,61525,Elementary,253,46,13.45,48-072-3230-26-2002,Exemplary,Title 1 Targeted,249,,,267982,2037081
1701522,Dunlap High School,Dunlap,IL ,61525,High,1420,262,18.32,48-072-3230-26-0004,Exemplary,Title 1 Targeted,1411,,,267982,2037081
1701523,Dunlap Middle School,Dunlap,IL ,61525,Middle,541,82,16.38,48-072-3230-26-1001,Exemplary,Title 1 Ineligible Due to Ranking,541,,,267982,2037081
1706009,Dunlap Valley Middle School,Dunlap,IL ,61525,Middle,546,122,14.74,48-072-3230-26-1002,Commendable,Title 1 Schoolwide,545,,,267982,2037081
1700734,Dunne Technology Acad Elem Sch,Chicago,IL ,60628,Elementary,206,163,10.3,15-016-2990-25-2177,Commendable,Title 1 Schoolwide,204,,,267982,2037081
1705696,DuPage Alop,Addison,IL ,60101,High,0,,0,,,,,,,267982,2037081
1701527,Dupo High School,Dupo,IL ,62239,High,259,174,10.81,50-082-1960-26-0001,Commendable,Title 1 Eligible but Not Served,248,,,267982,2037081
1701526,Dupo Jr High School,Dupo,IL ,62239,Middle,124,90,9.42,50-082-1960-26-1001,Commendable,Title 1 Targeted,122,,,267982,2037081
1701535,Du Quoin  Elementary School,Du Quoin,IL ,62832,Elementary,556,326,15.11,30-073-3000-26-2003,Targeted,Title 1 Schoolwide,482,,,267982,2037081
1701530,Du Quoin High School,Du Quoin,IL ,62832,High,397,180,11.57,30-073-3000-26-0001,Commendable,Title 1 Eligible but Not Served,438,,,267982,2037081
1701531,Du Quoin  Middle School,Du Quoin,IL ,62832,Middle,376,215,11.94,30-073-3000-26-2002,Commendable,Title 1 Schoolwide,361,,,267982,2037081
1704613,Durand Elem School,Durand,IL ,61024,Elementary,281,134,11.24,04-101-3220-26-2001,Commendable,Title 1 Targeted,275,,,267982,2037081
1701536,Durand High School,Durand,IL ,61024,High,170,55,10.2,04-101-3220-26-0001,Commendable,Title 1 Eligible but Not Served,159,,,267982,2037081
1704614,Durand Jr High School,Durand,IL ,61024,Middle,58,28,7.91,04-101-3220-26-1001,Commendable,Title 1 Eligible but Not Served,57,,,267982,2037081
1705690,Durkin Park Elem School,Chicago,IL ,60652,Elementary,679,544,12.46,15-016-2990-25-2933,Commendable,Title 1 Schoolwide,674,,,267982,2037081
1700737,Dvorak Technology Acad Elem Sch,Chicago,IL ,60623,Elementary,276,245,11.27,15-016-2990-25-2179,Targeted,Title 1 Schoolwide,276,,,267982,2037081
1701537,Dwight Common School,Dwight,IL ,60420,Elementary,519,236,12.72,17-053-2320-02-2001,Commendable,Title 1 Schoolwide,519,,,267982,2037081
1703403,Dwight D Eisenhower Elem School,Prospect Heights,IL ,60070,Elementary,326,130,16.04,05-016-0230-02-2001,Commendable,Title 1 Schoolwide,326,,,267982,2037081
1703637,Dwight D Eisenhower JHS,Hoffman Estates,IL ,60169,Middle,662,,11.82,05-016-0540-04-1018,Commendable,Title 1 Eligible but Not Served,661,,,267982,2037081
1701538,Dwight High School,Dwight,IL ,60420,High,211,69,9.95,17-053-2300-17-0001,Commendable,Title 1 Schoolwide,209,,,267982,2037081
1704941,Eagle Pointe Elementary School,Plainfield,IL ,60585,Elementary,594,179,14.31,56-099-2020-22-2013,Commendable,Title 1 Ineligible Due to Ranking,604,,,267982,2037081
1704885,Eagle Ridge School,Silvis,IL ,61282,Elementary,238,238,10.79,49-081-0360-02-2002,Commendable,Title 1 Schoolwide,234,,,267982,2037081
1706140,Eagleview Elementary School,Columbia,IL ,62236,Elementary,259,42,12.16,45-067-0040-26-2003,Exemplary,Title 1 Targeted,258,,,267982,2037081
1706641,EA/Region III K-8 CLIP PRG,East Alton,IL ,62024,Not Reported,,,,,,,,,,267982,2037081
1700859,Earhart Elem Opt for Knowl School,Chicago,IL ,60617,Elementary,195,139,12.19,15-016-2990-25-2743,Commendable,Title 1 Schoolwide,195,,,267982,2037081
1700738,Earle Elem School,Chicago,IL ,60636,Elementary,286,281,11,15-016-2990-25-2180,Commendable,Title 1 Schoolwide,285,,,267982,2037081
1703527,Earl H Hanson Elem School,Rock Island,IL ,61201,Elementary,201,178,7.35,49-081-0410-25-2008,Commendable,Title 1 Schoolwide,289,,,267982,2037081
1704368,Earl Pritchett School,Buffalo Grove,IL ,60089,Elementary,430,,11.94,34-049-1020-04-2002,Commendable,Title 1 Ineligible Due to Ranking,437,,,267982,2037081
1704615,Earlville Elem School,Earlville,IL ,60518,Elementary,253,114,10.12,35-050-0090-26-2001,Commendable,Title 1 Schoolwide,252,,,267982,2037081
1701541,Earlville Jr/Sr High School,Earlville,IL ,60518,High,97,37,7.55,35-050-0090-26-0001,Commendable,Title 1 Schoolwide,98,,,267982,2037081
1702095,Early Childhood,Elmhurst,IL ,60126,Prekindergarten,271,,15.06,19-022-2050-26-3001,,Title 1 Targeted,255,,,267982,2037081
1700054,Early Childhood,Godfrey,IL ,62035,Prekindergarten,267,,33.38,41-057-0110-26-3004,,Title 1 Eligible but Not Served,264,,,267982,2037081
1706562,Early Childhood,Jacksonville,IL ,62650,Not Reported,,,,,,,,,,267982,2037081
1705520,Early Childhood,Quincy,IL ,62301,Elementary,434,334,27.13,01-001-1720-22-3004,,Title 1 Ineligible Due to Ranking,465,,,267982,2037081
1706018,Early Childhood Center,Bellwood,IL ,60104,Prekindergarten,178,,25.43,,,,,,,267982,2037081
1706911,Early Childhood Center,Rantoul,IL ,61866,Prekindergarten,161,,20.13,09-010-1370-02-3002,,Title 1 Schoolwide,161,,,267982,2037081
1701598,Early Childhood Cntr,Dolton,IL ,60419,Prekindergarten,196,195,16.33,07-016-1480-02-3002,,Title 1 Schoolwide,175,,,267982,2037081
1705826,Early Childhood Dev Cntr,Aurora,IL ,60505,Prekindergarten,0,,0,31-045-1310-22-3001,,Title 1 Schoolwide,220,,,267982,2037081
1705212,Early Childhood Education Center,Wood Dale,IL ,60191,Prekindergarten,85,,17,19-022-0070-02-3001,,Title 1 Eligible but Not Served,86,,,267982,2037081
1706614,Early Childhood Program,Saint Charles,IL ,60174,Prekindergarten,0,,0,,,,,,,267982,2037081
1706784,Early Learning Center,Des Plaines,IL ,60016,Prekindergarten,290,,18.13,05-016-0630-02-3001,,Title 1 Ineligible Due to Ranking,287,,,267982,2037081
1701650,Early Learning Center,Effingham,IL ,62401,Elementary,175,70,10.9,03-025-0400-26-2006,,Title 1 Schoolwide,173,,,267982,2037081
